DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
211518870,2021-12-19,2021-12-19,1850,15,N Hollywood,1543,1,220,ATTEMPTED ROBBERY,0344 2004 1402 1822 0443 2002 0913 0561 0417 0416,35,M,O,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,102.0,HAND GUN,AA,Adult Arrest,220.0,0.0,0.0,0.0,5300    LAUREL CANYON                BL,Unknown,34.1685,-118.4008,2021,18,Moderate
221420253,2022-12-10,2022-08-20,2230,14,Pacific,1483,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,72,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,7300 W  87TH                         PL,Unknown,33.958,-118.4224,2022,22,Low
221412192,2022-06-10,2022-06-09,1738,14,Pacific,1465,2,901,VIOLATION OF RESTRAINING ORDER,1501,83,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,901.0,0.0,0.0,0.0,11900    LUCILE                       ST,Unknown,33.9868,-118.4054,2022,17,Low
241910093,2024-07-13,2024-07-12,1700,19,Mission,1961,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,15400    NORDHOFF                     ST,Unknown,34.2427,-118.4702,2024,17,Low
240704102,2024-01-03,2024-01-03,1055,7,Wilshire,752,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1202 1822,71,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,0.0,0.0,0.0,1200    LA CIENEGA                   BL,Unknown,34.0555,-118.3762,2024,10,Moderate
210409446,2021-06-08,2021-06-07,1600,4,Hollenbeck,412,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,2600    ARTESIAN                     ST,Unknown,34.0806,-118.2192,2021,16,Low
230717821,2023-11-30,2023-11-30,1020,7,Wilshire,706,1,310,BURGLARY,2008 1601 1822 0344 1402,37,M,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AA,Adult Arrest,310.0,998.0,0.0,0.0,500 N  MCCADDEN                     PL,Unknown,34.0803,-118.3374,2023,10,Moderate
201809613,2020-04-14,2020-04-14,1800,18,Southeast,1842,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0913 0421 0432,29,F,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,930.0,0.0,0.0,0.0,400 W  109TH                        PL,Unknown,33.9365,-118.2806,2020,18,Low
230507868,2023-04-16,2023-04-16,830,5,Harbor,504,1,310,BURGLARY,0216 1606,26,F,A,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,310.0,0.0,0.0,0.0,20500 S  WESTERN                      AV,Unknown,33.8447,-118.3092,2023,8,Moderate
241004188,2024-01-05,2024-01-05,1700,10,West Valley,1025,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0377,27,M,F,717.0,HEALTH SPA/GYM,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,18400    HART                         ST,Unknown,34.1975,-118.5335,2024,17,Low
210213221,2021-08-07,2021-08-06,2008,2,Rampart,275,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,602.0,BANK,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,1800 W  OLYMPIC                      BL,Unknown,34.0502,-118.2765,2021,20,Low
221220020,2022-09-20,2022-09-20,1915,12,77th Street,1245,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,6400 S  NORMANDIE                    AV,Unknown,33.9814,-118.3003,2022,19,Low
221509796,2022-05-16,2022-05-09,1800,15,N Hollywood,1545,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 0913,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,0.0,0.0,0.0,12000    ALBERS                       ST,Unknown,34.1703,-118.3943,2022,18,Moderate
220505641,2022-02-11,2022-02-11,900,5,Harbor,519,1,310,BURGLARY,0329 0344 0358 1307 1609,55,M,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,1600 E  SANDISON                     ST,Unknown,33.7945,-118.2437,2022,9,Moderate
220110022,2022-04-10,2022-04-10,130,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,29,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,600 S  SPRING                       ST,Unknown,34.046,-118.251,2022,1,Moderate
231104738,2023-01-19,2023-01-18,2200,11,Northeast,1178,1,330,BURGLARY FROM VEHICLE,1302 1609 1608 0344,40,M,H,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,300    AMABEL                       ST,Unknown,34.0885,-118.2156,2023,22,Moderate
231011736,2023-07-19,2023-07-18,2300,10,West Valley,1023,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1822 0329,33,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,18900    KITTRIDGE                    ST,Unknown,34.1904,-118.5508,2023,23,Low
220125918,2022-12-07,2022-12-07,255,1,Central,161,2,662,"BUNCO, GRAND THEFT",0344,29,M,O,123.0,PARKING UNDERGROUND/BUILDING,0.0,Unknown,IC,Invest Cont,662.0,0.0,0.0,0.0,900 W  8TH                          ST,Unknown,34.0479,-118.2612,2022,2,Low
212110016,2021-06-11,2021-03-23,1200,21,Topanga,2128,2,354,THEFT OF IDENTITY,0929 1822,41,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,20000    BLYTHE                       ST,Unknown,34.2147,-118.5765,2021,12,Low
200213141,2020-07-29,2020-07-28,2000,2,Rampart,299,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344 1608 1300 1822,48,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,1000 W  17TH                         ST,Unknown,34.0398,-118.278,2020,20,Low
231505752,2023-02-11,2023-02-10,2200,15,N Hollywood,1547,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,46,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,0.0,0.0,0.0,11600    BURBANK                      BL,Unknown,34.1722,-118.3848,2023,22,Moderate
201010812,2020-07-09,2020-07-05,1400,10,West Valley,1005,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,7900    WHITE OAK                    AV,Unknown,34.2147,-118.523,2020,14,Low
212107832,2021-04-17,2021-04-17,1420,21,Topanga,2175,2,624,BATTERY - SIMPLE ASSAULT,0444 0603,39,M,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,22500    CLARENDON                    ST,Unknown,34.1692,-118.619,2021,14,Moderate
210716870,2021-12-17,2021-12-05,705,7,Wilshire,721,1,310,BURGLARY,0349,0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,400 S  WILLAMAN                     DR,Unknown,34.0717,-118.3806,2021,7,Moderate
202117043,2020-12-14,2020-12-12,1400,21,Topanga,2157,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,29,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,21200    KITTRIDGE                    ST,Unknown,34.1913,-118.5942,2020,14,Low
211214790,2021-06-29,2020-12-31,2359,12,77th Street,1203,2,354,THEFT OF IDENTITY,0935 1822,67,M,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,5000 S  WILTON                       PL,Unknown,33.9987,-118.3149,2020,23,Low
222109018,2022-05-06,2022-05-05,1525,21,Topanga,2139,2,624,BATTERY - SIMPLE ASSAULT,0416,13,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,0.0,0.0,0.0,20100    SHERMAN                      WY,Unknown,34.2011,-118.5751,2022,15,Moderate
231213827,2023-06-13,2023-06-13,950,12,77th Street,1273,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0325 2000,29,M,B,101.0,STREET,0.0,Unknown,AA,Adult Arrest,740.0,0.0,0.0,0.0,8800 S  WILTON                       PL,Unknown,33.958,-118.315,2023,9,Low
241811486,2024-07-19,2024-07-13,1600,18,Southeast,1832,1,510,VEHICLE - STOLEN,Unknown,0,X,X,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,400 W  107TH                        ST,Unknown,33.9392,-118.2805,2024,16,Low
220208130,2022-04-01,2022-03-28,1800,2,Rampart,216,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,1000    ROSEMONT                     AV,Unknown,34.0768,-118.2667,2022,18,Low
